,If you like,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
4241385837165861843,4241385837165861843,5350829677696205474,-3964583697784528168,786135087362634258,-1173087925894083974,7.400247075626692e+18
4247196691613374764,4247196691613374764,-8464215556093549753,5199666313044493096,-23817016428727099,-8259953995965151136,4.991224059205503e+18
4259370161044254504,4259370161044254504,-2178100133349972724,6850500272809381909,1734266821019430183,7446166231252589534,-8.202212195240926e+18
4273365516830385867,4273365516830385867,-5578229678262992168,4156291407717900798,-5452374239565071760,4287021355610172885,3.076823183761975e+18
4277778562135834208,4277778562135834208,7429409096643373334,-348408475077850711,2572662123697831414,6716649347760033969,-6.742146164569754e+18
4287021355610172885,4287021355610172885,4315784099325221836,163780025692404854,9033884391004475493,4597139024287190193,-5.473240756133414e+17
4296604388230897073,4296604388230897073,-4872447160271266802,4716135688735489427,1649085803937938638,4328888515190573663,2.6330338541188516e+18
4300652811307550975,4300652811307550975,-5314778455998444995,-4575943417765899041,5947470908330062710,3884256359744615997,2.474876390020567e+18
4303142677581479651,4303142677581479651,7251252752220327534,-6016433871633244814,7569814035922103969,-720777800522871309,-6.510151088126868e+18
4306804750094230211,4306804750094230211,784265334245910688,2313825045587317872,7276478113479207148,4677417698542178243,-5.5518766987728064e+17
4307023751244532288,4307023751244532288,7616911250531106641,-5570129644089964821,-3951274083288934897,3288699993147470797,7.421641564256558e+18
4307433444610636421,4307433444610636421,1507299850679912107,-9076501258717815738,4702453495211185350,-3959242148361340089,6.075137928366966e+18
4311772163179839306,4311772163179839306,-8980834789053459155,8433131156569129937,8295457724580096419,5834671664627894569,7.828019124127586e+18
4312678980890750477,4312678980890750477,967143806332397325,4333668738649701866,-3285620956704836473,4546206336477094824,1.1174559518026559e+18
4313871021753084020,4313871021753084020,5901067357946111913,4532698165746826599,3056097063387494549,7217636150008996485,-6.215634663594744e+18
4315784099325221836,4315784099325221836,4315784099325221836,163780025692404854,4597139024287190193,-547324075613341407,-3.114161754347804e+18
4317140528951861957,4317140528951861957,-4037032837327175755,-8009527121402763559,3064370296170038610,7578709204835512162,3.180608611815083e+18
4320282974712265321,4320282974712265321,3608243634452078989,-2747266787901704910,1120323498091467525,6504364365389213533,2.704436934348861e+17
4328888515190573663,4328888515190573663,1649085803937938638,2633033854118851671,4296604388230897073,2927476152522512441,8.326017498198915e+18
4333668738649701866,4333668738649701866,-9103776596534246502,3321223121670148312,4333668738649701866,2051327203770554158,-3.854488592949786e+18
4338940510328721138,4338940510328721138,6984066580750577207,1729892529360390310,-7509877147979461087,2375950438753851487,4.833869287568226e+18
4340103631421550622,4340103631421550622,7609069906483592026,6369367631770966886,-2247142819145310881,-3718969219417182449,7.828019124127586e+18
4345055131254210605,4345055131254210605,7421641564256558176,2121807307434667949,-4762897581600184489,-6566175321434139682,-3.951274083288935e+18
4355464044208438135,4355464044208438135,-8510490754427841940,8295457724580096419,8433131156569129937,7828019124127586556,-8.980834789053459e+18
4369833742675497700,4369833742675497700,-6644783190271298310,-547324075613341407,3328253785421705444,-3114161754347804356,4.59713902428719e+18
4372031182493802582,4372031182493802582,2668385070649954934,-5204755921272353160,8267509427016592713,-1033806831489252007,-5.618100784509704e+18
4373020502739965726,4373020502739965726,1317782055909095806,5714314286511882372,-4833307637594287163,-7162567255723313045,-3.291395825935711e+17
4375556914674736641,4375556914674736641,9056727675613132316,4579392053042969226,6524157088939139948,-4458371007893120981,5.558603035498265e+18
4383035933260676803,4383035933260676803,-873780453963615794,8461560915246826477,3361679265573758500,-8343581376353287618,3.4557439830244256e+16
4396754138692995627,4396754138692995627,8650916538290053756,2267321579404324900,-4704033845097735448,-2131823791227094865,-5.679427141235753e+18
4402253552023115142,4402253552023115142,-6340141548068597572,-8651474460024926245,2870099478920706993,3440451510720294447,4.781931173636001e+18
4404314996867098682,4404314996867098682,-5082274522455747241,139485217095648183,-6932442635231192683,5266164468981660031,5.658615529969625e+18
4419562057180692966,4419562057180692966,-3951274083288934897,3288699993147470797,5152069678055228801,2121807307434667949,4.3450551312542106e+18
4428409432282393251,4428409432282393251,-6394075099886393346,-1138633255366005559,-8717945432162716060,-5231736210378596444,-4.4128489272605916e+18
4430356355587165611,4430356355587165611,231281690254211527,-1181242543195516037,2867605706298498445,-2405892683303291957,5.312357518363318e+18
4430520614172753870,4430520614172753870,2623290164732957912,-7033990154815318757,6778168087818060600,7342707578347442862,4.443784953165082e+17
4437902912817080687,4437902912817080687,1431351528207086249,-1804728901674946596,-1868297195590431285,-7900768082301348135,4.4630255283743524e+18
4441012164161473407,4441012164161473407,-6732229745645090645,-7452761262757182727,3720742491238027703,-9189659052158407108,5.424502143558028e+18
4460664691673874476,4460664691673874476,3720742491238027703,7469361608711738006,-4469492210394109129,-5037827401452845772,5.772565485432112e+18
4463025528374352465,4463025528374352465,-1804728901674946596,1431351528207086249,-1868297195590431285,-7900768082301348135,-5.600393064072065e+18
4479576054067772847,4479576054067772847,-2477364558321255827,6798386551136144335,-3105075547863520421,-2213320166727371491,5.658615529969625e+18
4485571547865864859,4485571547865864859,-5608160619992456731,4106497696154898573,3075564241645350154,-5973686110278905367,-3.7232175322249175e+18
4508362112182399467,4508362112182399467,-2940536914889279273,4695698299220703541,-5676280017759875198,-6312384811410586459,-2.855218766021441e+18
4532698165746826599,4532698165746826599,-6215634663594744290,6614704926858202954,374674704202038318,3142843830268077617,3.1345111427832924e+18
4533807694984784858,4533807694984784858,8219310215587599928,-7356135999773525293,8381798621267347902,-456574518348806233,-1.8029803745080817e+18
4544213501105457932,4544213501105457932,-2118981143119783447,8968837261991914049,-1556169727291354289,3609315114795782005,-3.9157697424427484e+18
4546206336477094824,4546206336477094824,-9103776596534246502,3321223121670148312,4333668738649701866,2051327203770554158,-3.854488592949786e+18
4548329563501022787,4548329563501022787,-548495338204268789,4548329563501022787,6669026579073415958,6535950170823528902,-4.565745183488062e+17
4555339116751579515,4555339116751579515,6868454399455433725,-6999287066519531005,2435024834845042614,-5017021199558167721,-6.54678705005258e+18
4559158557590109105,4559158557590109105,9208127165664287660,8844011188151156774,1349971382589894814,1433951803438448289,7.420742904084385e+18
4563006651994272837,4563006651994272837,4671890082953295903,-4483059513836093676,2885511262558254418,6873454157736399518,-2871288807409592.0
4563606877148407012,4563606877148407012,-39485845307123560,1719976830095479814,-6180514744351188891,-5345231991504930502,-8.942739176556376e+17
4575212535548313873,4575212535548313873,8946250624470221174,5817939718364925129,-5808672937983623398,2847365042071859088,3.801064060797809e+18
4575580212020245658,4575580212020245658,2586379029487881843,-6752460077509522132,-8278633353687754322,6831941111848480366,5.462702203586547e+18
4577451034168098359,4577451034168098359,6062146090334604102,3818189513627822856,5816734694927565572,-6400214860728938634,7.943088471380013e+18
4579392053042969226,4579392053042969226,9056727675613132316,-4458371007893120981,5558603035498264655,5062670850994683718,-3.0598419908150994e+18
4579557799493615039,4579557799493615039,286115624311598644,1797385737206265555,-7448252416950961815,-1753606726398516179,5.118919003178651e+17
4597139024287190193,4597139024287190193,163780025692404854,4315784099325221836,9033884391004475493,-547324075613341407,-3.114161754347804e+18
4604014376318271136,4604014376318271136,-6704596170548214779,-8722526817358894474,-486686184692655504,-8282357075607822317,-5.313466754735123e+18
4607279316199873708,4607279316199873708,-3870325027932266414,4563006651994272837,-5515204090203464377,-1737937277055036780,-1.7061141772228726e+18
4609121753781446855,4609121753781446855,-7108012586837980940,8028897172674067530,-5055745575969002313,5761988486867612282,-6.79806349159286e+18
4625350031392752392,4625350031392752392,7400247075626691905,-861913102049789637,9208127165664287660,-4541461982704074404,-7.62043837147145e+18
4629488036162962359,4629488036162962359,2156244701966673186,3998743085432844199,-7217198366041991957,7851022564818849560,3.1963034988418857e+18
4631867115963052211,4631867115963052211,-7033990154815318757,6778168087818060600,2623290164732957912,7342707578347442862,-7.277691357631151e+18
4633013345375349272,4633013345375349272,-7895534832212398576,6384824828701919724,-2178100133349972724,6850500272809381909,7.616472242818647e+18
4634963407423735625,4634963407423735625,-746073086109727488,-6817174660103551196,2259988589066296676,7421641564256558176,2.121807307434668e+18
4644184613269860655,4644184613269860655,459008865413659388,-7155846267321183721,-1669098707776725430,5701873751630396950,-1.1235433517040824e+18
4644672909721737325,4644672909721737325,-5570795524983603787,-8681175158863587641,5018472516978866574,5092635400707338872,-5.958517413308812e+17
4647928672998188259,4647928672998188259,5473340184873040894,-4948717594596229869,-1511619461666295654,-906467637324626408,-7.978530004844452e+17
4654349179360175629,4654349179360175629,7419040071212162906,-1669098707776725430,-2333243857499586461,-8149429101569453081,-8.815620240581423e+18
4657430003888493310,4657430003888493310,2271793263120018251,8754824745136110042,-4615575698508618335,5156657166068502754,-7.207778005228713e+17
4667058261084775379,4667058261084775379,5940374562401786524,-1259410223376598430,5681075485882787671,3801658304588389996,-4.985211484027137e+17
4668172927098913296,4668172927098913296,-70211258489242437,-89955207814154444,-7399665664688732365,2393972361498749268,-5.618100784509704e+18
4671890082953295903,4671890082953295903,4563006651994272837,-4483059513836093676,2885511262558254418,4866620033136147586,-3.750879736572069e+18
4674667995387386186,4674667995387386186,6908884359295619150,7303676031229268527,7203367456821804602,885269153482673496,3.399073250354436e+18
4675505028897335428,4675505028897335428,7526977287801930517,-3468529816757552062,8297658253225035519,8416004328454490172,6.607431762270323e+18
4677417698542178243,4677417698542178243,3989649621607163677,784265334245910688,-145625979744144572,8095004770374551394,8.685746777792504e+18
4695698299220703541,4695698299220703541,1433393829724383645,4508362112182399467,5217724704513784613,-6380034335041404646,5.979676385148715e+18
4700641534148321049,4700641534148321049,-2358644309529026633,5967886403500658324,8946250624470221174,5817939718364925129,5.380540855517465e+18
4702453495211185350,4702453495211185350,-2477364558321255827,6798386551136144335,-2375266175756882986,-2213320166727371491,-3.10507554786352e+18
4702466408529036844,4702466408529036844,-6359164149051198083,-2355230755276061204,-7155846267321183721,3056097063387494549,-8.026099268928088e+18
4706890430832287959,4706890430832287959,8089766674179723607,6244532954645766056,-7358932766266901263,8396284143617057811,-6.90274450927106e+18
4716135688735489427,4716135688735489427,2633033854118851671,-7217198366041991957,3998743085432844199,8326017498198914888,4.296604388230897e+18
4717008760225392411,4717008760225392411,-86767468210285959,5929055844564382383,6800965548226529308,-5628343274127925011,2.2558782263858268e+18
4744297321841608877,4744297321841608877,-6546787050052580484,8210960017870928723,-3410781775610270991,-5790539535722288419,-9.100490342054219e+18
4746056663292225769,4746056663292225769,2399228553079505025,-3269885695260066314,365571143597993923,1549650080907932816,-4.541461982704074e+18
4751741894255718069,4751741894255718069,-5691384416070374740,-2429242279408079104,5384282624557636856,5842191581670322333,8.295457724580096e+18
4757923412035174662,4757923412035174662,4345055131254210605,2121807307434667949,-3951274083288934897,-1606909838151129701,2.5414996976779366e+18
4761910285123871012,4761910285123871012,2668307045795933565,-8689461307495241608,-8099145207792678586,-7380550029266431533,-8.510490754427842e+18
4774970687540378081,4774970687540378081,5964888566269323942,4785499183287168509,-6463637573325658465,6352416307575007029,8.215778202715905e+18
4776828703162554224,4776828703162554224,7540764978459875963,6989198691754522425,2925450084561574364,764116021156146784,7.206850235815254e+18
4780818054552370624,4780818054552370624,8856169137131817223,3407455496422791860,6097677219931837830,8153556216916362816,1.0219466281051736e+18
4781931173636001110,4781931173636001110,-3739000323288188282,-6566175321434139682,8433131156569129937,-3718969219417182449,8.295457724580096e+18
4783081874753928396,4783081874753928396,-91139000311163410,-7638840925036528150,717471739656838182,8905656922810620012,-7.866791464733672e+16
4785499183287168509,4785499183287168509,8789407896263306493,6040574489860277999,1525988103928186217,4345055131254210605,-1.6069098381511296e+18
4786732753690611738,4786732753690611738,9178250635927683,4109366816886873672,9158289456544908688,6999813113145211708,-7.217198366041992e+18
4788854083489560153,4788854083489560153,-1291869519847635026,6807042796917367736,-4754223659064624252,7424795099560672335,7.515288159164854e+17
4804093434821394840,4804093434821394840,8545647269051113523,-9007594455502730692,-8196748324041706598,-4994468824009200256,-9.932246319159844e+17
4807410384082534048,4807410384082534048,5518462222339671372,-8202212195240926680,-1024046541613287684,7963184191158282052,-6.999747484065183e+18
4807721425375438334,4807721425375438334,-398780385766545248,363798057559041921,2623290164732957912,7342707578347442862,6.778168087818061e+18
4812089894709919859,4812089894709919859,-4531029390350541169,1362723651715193305,-6510151088126868601,3465127447598546258,-7.454907763335725e+18
4814419120794996930,4814419120794996930,3989649621607163677,4544213501105457932,4677417698542178243,430255078684584595,8.685746777792504e+18
4815632823882298534,4815632823882298534,679005777543560737,4069333494579100211,6214107032842332406,4675505028897335428,3.750772607644674e+18
4817624205684040310,4817624205684040310,7944907848226041964,215332765550420709,-4864344772765973009,-7034660627992927630,-8.913397556833789e+18
4831903061865014867,4831903061865014867,3134511142783292503,2966083692047828770,-6215634663594744290,5524888769622800245,6.614704926858203e+18
4833869287568225997,4833869287568225997,6984066580750577207,6778168087818060600,1729892529360390310,-7033990154815318757,2.6232901647329577e+18
4843782008053284888,4843782008053284888,-6772450850499951060,-2929967869758467182,-6579094253358169934,-2203297578165226595,-8.582642829303845e+18
4861691621484862889,4861691621484862889,-6124198068300347794,9178250635927683,4109366816886873672,9158289456544908688,4.786732753690612e+18
4865901874365409673,4865901874365409673,-5820943153819992582,-4351117979148287331,7986490214699943896,-6313130301986591995,8.076265166566225e+18
4866620033136147586,4866620033136147586,4125609302375934769,3727587882617538492,-3645539449929727083,6873454157736399518,3.0581372605163735e+18
4869691310149728361,4869691310149728361,5817939718364925129,4869691310149728361,5380540855517464621,2847365042071859088,-7.766518409111703e+18
4876769046116846438,4876769046116846438,1507299850679912107,-9076501258717815738,-3959242148361340089,4307433444610636421,-6.851425181090953e+18
4877833951599818487,4877833951599818487,-4086521633840243549,-817129654810180675,-6400214860728938634,3467834993860080188,-7.805090055463938e+18
4891010769166501207,4891010769166501207,-6215634663594744290,3134511142783292503,6614704926858202954,5524888769622800245,3.7467470420203834e+17
4891164246772479976,4891164246772479976,-8018088591294066196,-8142426490949346803,-908505899495735224,-3537777320523757545,3.460026829794173e+18
4893900714822288649,4893900714822288649,7077639154797499584,2513724012883866928,5726008417498979736,-1463025432902754108,1.0598743965776979e+18
4894833130708450490,4894833130708450490,-3351990231604537690,-1968251596393236557,-1638122353599615846,5233661737033380692,-6.85936328929133e+18
4894993979681787098,4894993979681787098,-1868592694876567759,-1557461511205521728,-8343581376353287618,-6772450850499951060,3.4557439830244256e+16
4895396506368139469,4895396506368139469,-4239579488204604851,7303676031229268527,-5289386635926629588,6908884359295619150,6.634206168889469e+18
4899554125167253337,4899554125167253337,-6255454949363031923,4315784099325221836,9033884391004475493,163780025692404854,4.59713902428719e+18
4904775878165401439,4904775878165401439,6236312923258954569,-7423191370472335463,-4612605965384710183,-7078081008943106850,1.7689762909843016e+18
4909630283317268181,4909630283317268181,-9103776596534246502,-3854488592949785912,4546206336477094824,-340541651592032197,3.321223121670148e+18
4911701623098526999,4911701623098526999,-4615575698508618335,3149164017776669829,3269302169678465882,-3954182109690207118,1.590841424376001e+18
4915137112517573184,4915137112517573184,-2703878216681968882,-9216926795620865886,1618055575277164008,-5736221996280340620,-4.507929853521435e+18
4916417766268744775,4916417766268744775,7358145651645216086,-4582216289807398227,-6466212324513658217,-4158297476631283435,-7.842237202782213e+16
4918358495761748770,4918358495761748770,-6460613292182959076,-1444481301861872291,4629488036162962359,-4872447160271266802,2.8885074069034737e+18
4920704891238922872,4920704891238922872,8396284143617057811,817467807875770568,-6792965795755857419,3256054536066714292,-2.7977086853474816e+18
4945121243335041737,4945121243335041737,-9056114023474725450,-7388035385087807288,-7130425546996181071,4674667995387386186,9178250635927684.0
4950037926975347884,4950037926975347884,-1104501717379772664,5189107351987144723,-3295913657316686039,8659918766210334195,6.980529106338479e+18
4973921475467086339,4973921475467086339,6797493571710971497,668505019835540303,8384349834972693428,-555187669877280641,4.0895683037166653e+18
4988225165850707692,4988225165850707692,-6772450850499951060,-2929967869758467182,-2203297578165226595,-6579094253358169934,7.359520440231677e+18
4991224059205503283,4991224059205503283,-8464215556093549753,363303724138208407,1003778007373126185,2531450382701518075,1.220948775534529e+18
4999440443052714243,4999440443052714243,6195056361889291497,1116363438212354892,-8971085667828564532,3172866488852888544,-5.678159351655491e+18
5005421293875190218,5005421293875190218,4895396506368139469,-6707474286910397949,-4640750981890093183,-8512461968928613053,-4.239579488204605e+18
5008913705695203000,5008913705695203000,7534917347133949300,7631327570702153011,5424502143558028097,-1995591062742965408,-4.2284151045742643e+18
5009420943344705199,5009420943344705199,505090987429665116,-5600393064072065417,1431351528207086249,-1868297195590431285,-7.900768082301348e+18
5018472516978866574,5018472516978866574,-5570795524983603787,4644672909721737325,-8681175158863587641,5092635400707338872,-5.958517413308812e+17
5028081187109329892,5028081187109329892,-282629989972409543,-6468782714472551646,-4866987227632887920,7790567704847993284,3.6182059201795773e+18
5032631648793129465,5032631648793129465,-1249436522568155938,-6346370309134074019,5429045128339158843,-5507019982244746725,-2.8286280917306824e+18
5036201777135800491,5036201777135800491,-7108012586837980940,8028897172674067530,-912681925384819247,-6798063491592860025,-5.055745575969002e+18
5037221949349729844,5037221949349729844,764116021156146784,5302085907556673015,1854874463930846880,5822211783543822544,6.37756686023493e+18
5037403311832115000,5037403311832115000,5930806521893160184,8708452471825540133,-5198756378866433953,2531450382701518075,1.0037780073731261e+18
5045927063019110283,5045927063019110283,3196303498841885455,5901067357946111913,4189221198175710203,-2476100034099959458,-6.174871522512567e+18
5051167660880461112,5051167660880461112,-1617279065634731389,3598164602856140626,2457939609972623332,6437568358552101410,1.58600400040588e+18
5053372977408537204,5053372977408537204,-3368357500455466403,7372398343609401828,-4451918963121780798,-6644783190271298310,8.789407896263306e+18
5062670850994683718,5062670850994683718,-1683903891018782242,-3059841990815099417,8181531374206668183,5947470908330062710,3.884256359744616e+18
5082053563644129584,5082053563644129584,-5791454671270548045,3801064060797809024,8946250624470221174,8200662919796009914,-2.1397393772932124e+18
5087084654882097891,5087084654882097891,6634206168889468590,3399073250354435892,6908884359295619150,7303676031229268527,7.203367456821805e+18
5088013394045185972,5088013394045185972,7620697593009487898,-70211258489242437,-4027027091658759481,-89955207814154444,2.3939723614987494e+18
5092635400707338872,5092635400707338872,-4920252354047555768,-455124319026316634,4644672909721737325,-5570795524983603787,5.018472516978866e+18
5109221095427625188,5109221095427625188,-6566175321434139682,-1342820011354825290,7421641564256558176,-3951274083288934897,2.121807307434668e+18
5111115201913219115,5111115201913219115,-3622715112759104312,-2440547657721869309,8049667463017473012,8968837261991914049,1.4496893992736952e+18
5135371516547401748,5135371516547401748,826748584447376099,-3660106964555224100,-2976850014387537414,7303676031229268527,6.908884359295619e+18
5141088074002391058,5141088074002391058,1992928170409443117,7734121175534200554,-282629989972409543,-6468782714472551646,-4.866987227632888e+18
5145921881592486583,5145921881592486583,-6510151088126868601,-1706114177222872702,-1737937277055036780,4303142677581479651,1.3627236517151933e+18
5147907773522671167,5147907773522671167,4533807694984784858,1487738553913510703,3761187656635209729,8219310215587599928,-4.187268503708157e+18
5152069678055228801,5152069678055228801,-3951274083288934897,-4762897581600184489,7421641564256558176,-6566175321434139682,3.541770362851368e+18
5156657166068502754,5156657166068502754,7251252752220327534,-6016433871633244814,7569814035922103969,-720777800522871309,-6.510151088126868e+18
5162508842577612756,5162508842577612756,-9216926795620865886,-2703878216681968882,7521700660190108859,-6970201660508635241,6.23771484530649e+18
5163772683749067995,5163772683749067995,3296513714237850943,2531450382701518075,363303724138208407,1003778007373126185,-4.0370328373271757e+18
5165953265902526320,5165953265902526320,-1804728901674946596,-7900768082301348135,-1868297195590431285,1431351528207086249,4.4630255283743524e+18
5183878957903248326,5183878957903248326,7351002593233940239,5092635400707338872,-4920252354047555768,-455124319026316634,1.590841424376001e+18
5189107351987144723,5189107351987144723,4950037926975347884,-5647324599703588252,6214107032842332406,-8026099268928087567,7.12799788953345e+18
5189433264884433830,5189433264884433830,5087084654882097891,6908884359295619150,-569322218183730892,7203367456821804602,-2.2133201667273715e+18
5191381587333696286,5191381587333696286,-273156842634169039,5191381587333696286,3742318026370211556,4235212484048164433,5.322532051893154e+18
5199666313044493096,5199666313044493096,8690601908689146128,4247196691613374764,-1926525896637230556,3436241621287351574,8.210960017870929e+18
5206308811707978799,5206308811707978799,-3750879736572068916,6519443272707698315,-8312968399134741370,3288699993147470797,2.822049545552366e+18
5211673327552264703,5211673327552264703,-3061741807736367554,-2424983931459616622,8482750322470893687,6304895356046683527,-2.9768500143875374e+18
5217724704513784613,5217724704513784613,4695698299220703541,-1683903891018782242,-3059841990815099417,5062670850994683718,5.947470908330063e+18
5227822864949117283,5227822864949117283,1220948775534529013,363303724138208407,2531450382701518075,1003778007373126185,8.70845247182554e+18
5232169374213306041,5232169374213306041,-8935051432668167578,-5411404485622449820,-5289386635926629588,-4882849408937990337,3.70215001780696e+18
5233661737033380692,5233661737033380692,-2088615309014484136,-1968251596393236557,-4575943417765899041,-5314778455998444995,5.947470908330063e+18
5237574390644778994,5237574390644778994,5314107418764884230,-5027816744653977347,524776334673868069,-1137602700803601559,1.5952308104514598e+18
5238119115012015307,5238119115012015307,4139191914110236238,549631724393582960,6152652267138213180,-1654063646246197191,-4.1262881593653545e+18
5239464617027010625,5239464617027010625,-427385793606723821,3548262914600772288,6215963711332976380,1768072794787289517,5.831479026588423e+18
5250363310227021277,5250363310227021277,-8190931845319543363,6987435400166905688,7395435905985567130,6340108943344143104,-8.615008595949059e+18
5258604889412591249,5258604889412591249,-2423593292146522678,-9033211547111606164,524776334673868069,-4127059794203205931,-4.944551138301475e+18
5263606973029607223,5263606973029607223,374674704202038318,5514214996211995551,2081512200574495983,7226503561499839165,-6.215634663594744e+18
5266164468981660031,5266164468981660031,-5578229678262992168,6419848550542384295,-5452374239565071760,8089766674179723607,8.174678078757706e+17
5269583152423890030,5269583152423890030,-8909927294729358771,-9153494109165200346,-9172673334835262304,3965818599169726564,-7.550906488404754e+18
5270696484536580646,5270696484536580646,3715130189384008388,-2899726011463496555,7516228655554309785,-7474372733748503487,2.072448887839541e+18
5271205718596251417,5271205718596251417,5271205718596251417,-6514535768080218883,1184320069221244535,8340838192486391835,3.168079495368669e+18
5271898714958115766,5271898714958115766,5429923407915345742,31349081826574004,-8591127493017117985,3151913710743441986,-8.27837571695034e+18
5274322067107287523,5274322067107287523,-4110354420726924665,-8445686000003509032,-6546787050052580484,8210960017870928723,9.222265156747237e+18
5281570276277574938,5281570276277574938,6917508501173008954,-645584250289067285,6607431762270322325,-3745582971859460684,3.750772607644674e+18
5293701842202310496,5293701842202310496,-746073086109727488,-4414039190127558142,2259988589066296676,6858632230975272305,-8.312968399134742e+18
5299613310913826266,5299613310913826266,-2213320166727371491,-2375266175756882986,-6171950598721418038,-2477364558321255827,-3.10507554786352e+18
5302085907556673015,5302085907556673015,6999813113145211708,1881534532776527237,9178250635927683,3998743085432844199,7.346327526618303e+17
5304344058087060692,5304344058087060692,8265190708606665292,-1463025432902754108,-5794047401651735687,7606744605433799135,-1.0686032206395526e+18
5308984234271987921,5308984234271987921,-7255737497176527784,2375950438753851487,8233465999590288609,-8286289711960957081,9.671438063323973e+17
5311977399951270341,5311977399951270341,8049518593334748695,1487738553913510703,9122627895188486603,162771765556771108,-6.634868367571835e+18
5312357518363318341,5312357518363318341,231281690254211527,-1181242543195516037,4430356355587165611,-2405892683303291957,2.8676057062984986e+18
5313335392004163852,5313335392004163852,8163984238975480171,-5581910915745827384,-6245524727898921842,-2577148567706202814,-7.905002887579197e+18
5314107418764884230,5314107418764884230,-5027816744653977347,-1137602700803601559,1595230810451459837,5237574390644778994,-5.18148980491574e+18
5317978293082383492,5317978293082383492,8298709454703868984,2335028422423709400,8637400873589298078,-1926525896637230556,-5.678159351655491e+18
5322532051893153382,5322532051893153382,-273156842634169039,5191381587333696286,3742318026370211556,4235212484048164433,5.322532051893154e+18
5328558001212551235,5328558001212551235,-3357295447978726475,-1024046541613287684,5518462222339671372,-8202212195240926680,7.963184191158282e+18
5333141914314968598,5333141914314968598,-9172673334835262304,3193164045772142182,-9153494109165200346,-6546787050052580484,-6.734931185433789e+18
5336562616168017846,5336562616168017846,374674704202038318,-6215634663594744290,3134511142783292503,90383487344892230,-8.031358134051918e+18
5338575284381070077,5338575284381070077,-7193893108516217330,363303724138208407,1003778007373126185,2531450382701518075,1.220948775534529e+18
5338677278233757627,5338677278233757627,-6993279786012379694,3151804887212279872,-605114438206384896,-2559385310537355580,-8.208801367848628e+18
5350829677696205474,5350829677696205474,4241385837165861843,786135087362634258,-3964583697784528168,-8578355592291788601,-4.748027149000767e+18
5379671084978512851,5379671084978512851,7813943820850065086,5913609969272242724,7569814035922103969,-1706114177222872702,-6.510151088126868e+18
5380540855517464621,5380540855517464621,5817939718364925129,4869691310149728361,5380540855517464621,2847365042071859088,-7.766518409111703e+18
5384282624557636856,5384282624557636856,-5691384416070374740,-2429242279408079104,6247175512001835023,4751741894255718069,5.842191581670322e+18
5395784585257808296,5395784585257808296,-7568926158048616650,-3469502952547705884,8881733945001664941,-8632408281960398473,7.387617440303479e+17
5395868751435718725,5395868751435718725,2255878226385826814,-5628343274127925011,6800965548226529308,-86767468210285959,5.929055844564383e+18
5398961846611539065,5398961846611539065,5446022903655412342,-5522643017727334716,-7202774608580336956,-8641360668993633978,7.216750853471801e+18
5401376580769090495,5401376580769090495,-8370744479086515302,8631616594020837056,-2720012228333470715,-7613994611628693820,-6.468782714472551e+18
5410293063635507608,5410293063635507608,-2099829359953227557,5336562616168017846,-6174871522512566947,3322348437880079228,-8.796191278504624e+18
5410603488837817052,5410603488837817052,6094778865705471594,4345055131254210605,161784308223385549,3455160158461205368,1.525988103928186e+18
5424502143558028097,5424502143558028097,5008913705695203000,-7555896091148631419,5322532051893153382,3742318026370211556,-2.7315684263416902e+17
5429045128339158843,5429045128339158843,-1249436522568155938,4532698165746826599,5032631648793129465,-6215634663594744290,4.891010769166501e+18
5429923407915345742,5429923407915345742,5271898714958115766,-3544655814153481738,-43795168179752761,3436241621287351574,3.27251910757273e+18
5431399346444238856,5431399346444238856,7395435905985567130,1662917027785920354,-3820497466351868775,9122627895188486603,5.314107418764884e+18
5439554346835640135,5439554346835640135,7520301770873472812,2048657552251060795,5640834597379907148,6504364365389213533,-2.9624611224539e+18
5441077925667941052,5441077925667941052,-389749390447363927,-2220859822082318562,-614408900691920886,6583734846225935852,3.5744979437907866e+17
5441215535748592870,5441215535748592870,7359520440231676934,1392715980907132808,6206342468637502921,-6772450850499951060,6.409304780354173e+18
5442191984600038712,5442191984600038712,-4485188959476061019,-6394075099886393346,-2864378895481874465,-7796858148829878756,-8.704908797766843e+18
5445999759138709405,5445999759138709405,2727743992157210358,-9152398073968262186,-5470166294767187597,-9040419159428373932,7.511744555558105e+18
5446022903655412342,5446022903655412342,-5522643017727334716,7216750853471801538,2824996248683640175,1318981494172475806,1.3313568271630292e+18
5447580952505296338,5447580952505296338,7217636150008996485,3056097063387494549,-3612149709424815327,-1259410223376598430,-8.737804539636157e+17
5462702203586546682,5462702203586546682,4575580212020245658,-5570129644089964821,2586379029487881843,4307023751244532288,-6.752460077509522e+18
5468598741732935699,5468598741732935699,-3951274083288934897,7421641564256558176,2121807307434667949,-6566175321434139682,-4.762897581600184e+18
5473340184873040894,5473340184873040894,-1511619461666295654,-4948717594596229869,4647928672998188259,-556674612043273194,-7.978530004844452e+17
5474373819153295408,5474373819153295408,7655627888058923987,-7448252416950961815,-6195775145989617417,-799315203186826480,2.2853923093733588e+18
5484061377044071389,5484061377044071389,3906974906788964502,-5446204508747882127,-9028990334396397584,-2479936301516183562,8.254285966695462e+18
5508043659570633487,5508043659570633487,5772565485432112058,3436241621287351574,8690601908689146128,-3968102273907750828,1.4313515282070863e+18
